ORD;REGION;PROV;COMUNA;UNIDAD_EDUCATIVA;RAMA_EDUCACIONAL;DEP;L_M_N;L_M_PROMEDIO;L_M_MAXIMO;L_M_MINIMO;L_N;L_PROMEDIO;L_MAXIMO;L_MINIMO;M_N;M_PROMEDIO;M_MAXIMO;M_MINIMO;H_CS_N;H_CS_PROMEDIO;H_CS_MAXIMO;H_CS_MINIMO;C_N;C_PROMEDIO;C_MAXIMO;C_MINIMO;NOTAS_N;NOTAS_PROMEDIO;NOTAS_MAXIMO;NOTAS_MINIMO;RANK_N;RANK_PROMEDIO;RANK_MAXIMO;RANK_MINIMO;RBD
590;14;VALDIVIA;VALDIVIA;LICEO TECNICO PROFESIONAL CORESOL;HC - NOCTURNO;SUBVENC;47;357.89;479.0;242.5;47;338.83;508;199;47;376.96;488;259;43;390.26;600;226;1;407.00;407;407;47;571.72;745;345;47;616.38;850;345;22633
591;14;VALDIVIA;LANCO;ESCUELA ALBERTO CORDOVA LATORRE;HC - NOCTURNO;MUNICIPAL;8;356.94;422.5;274.0;8;355.50;514;274;8;358.38;450;259;6;436.83;485;307;1;450.00;450;450;17;508.76;685;365;17;581;850;365;6916
592;14;VALDIVIA;LOS LAGOS;CENTRO DE EDUCACION INTEGRAL DE ADULTOS PLENITUD;HC - NOCTURNO;SUBVENC;13;411.50;545.0;281.5;13;425.85;594;257;13;397.15;515;306;10;463.70;565;326;3;439.67;490;392;23;527.78;723;349;23;573.48;850;349;22232
593;14;VALDIVIA;PAILLACO;LICEO RODULFO AMANDO PHILIPPI (EX.C-13);HC - NOCTURNO;MUNICIPAL;13;358.96;444.5;250.5;13;359.46;464;242;13;358.46;480;219;10;403.00;539;326;9;368.78;437;309;18;532.33;778;363;18;550.17;850;363;7200
594;14;VALDIVIA;PANGUIPULLI;CENTRO DE ED. INTEGRAL DE ADULTOS NUEVO HORIZONTE;HC - NOCTURNO;MUNICIPAL;25;345.62;465.0;235.5;25;354.24;477;231;25;337.00;471;234;21;398.62;525;202;13;334.15;437;230;41;530.24;717;355;41;638.34;850;355;22549
595;14;VALDIVIA;PANGUIPULLI;CENTRO DE ED. INTEGRAL DE AD. TREUCANCHE;HC - NOCTURNO;SUBVENC;1;357.00;357.0;357.0;1;289.00;289;289;1;425.00;425;425;1;440.00;440;440;1;472.00;472;472;1;561.00;561;561;1;612;612;612;22514
596;14;DEL RANCO;LA UNION;ESCUELA EL MAITEN;HC - NOCTURNO;MUNICIPAL;5;463.70;584.0;395.0;5;462.40;571;389;5;465.00;597;374;2;450.50;471;430;2;457.00;605;309;13;511.92;642;402;13;532.31;734;402;22354
597;14;DEL RANCO;LA UNION;CENTRO DE ED. DE ADULTOS WICLEF;HC - NOCTURNO;SUBVENC;11;401.45;493.5;312.0;11;424.27;613;231;11;378.64;461;306;6;426.67;595;237;9;378.67;490;235;14;491.50;681;402;14;526.86;850;402;22746
598;14;DEL RANCO;LA UNION;COLEGIO AGUILAS DEL SUR;HC - NOCTURNO;SUBVENC;6;389.75;481.0;286.5;6;399.67;491;305;6;379.83;471;211;5;426.20;464;387;2;418.50;462;375;6;616.00;804;452;6;662;850;452;22503
599;14;DEL RANCO;RIO BUENO;ESCUELA DE ADULTOS DE RIO BUENO;HC - NOCTURNO;MUNICIPAL;6;330.75;352.5;308.0;6;295.67;352;226;6;365.83;409;353;6;299.67;326;286;;;;;8;558.13;650;382;8;699.5;850;382;11554
600;14;DEL RANCO;RIO BUENO;ESCUELA RURAL CRUCERO;HC - NOCTURNO;MUNICIPAL;11;339.27;473.0;271.5;11;325.91;496;226;11;352.64;480;226;9;412.67;508;286;2;392.00;392;392;14;583.79;747;452;14;622.43;850;452;7240
601;14;DEL RANCO;RIO BUENO;LICEO VICENTE PEREZ ROSALES B-14;HC - NOCTURNO;MUNICIPAL;8;380.56;542.5;293.5;8;398.13;576;289;8;363.00;515;226;6;454.00;565;374;3;357.67;437;285;11;568.64;687;460;11;619.18;846;460;7236
602;14;DEL RANCO;RIO BUENO;C.E.I.A. SAN SEBASTIAN;HC - NOCTURNO;SUBVENC;9;391.61;500.0;315.5;9;398.33;520;257;9;384.89;480;226;5;416.40;471;374;9;382.78;510;261;27;547.85;709;416;27;573.78;803;416;31011
603;14;DEL RANCO;RIO BUENO;CENTRO EDUC. INTEG. DE ADULTOS PROFASOC;HC - NOCTURNO;SUBVENC;16;409.19;512.0;217.0;16;412.19;565;215;16;406.19;553;219;9;449.22;530;359;7;391.00;490;203;22;574.09;763;392;22;609.32;850;392;22446
604;10;OSORNO;OSORNO;LICEO CARMELA CARVAJAL DE PRAT (EX.A-18);HC - NOCTURNO;MUNICIPAL;32;415.30;563.5;269.5;32;419.47;582;305;32;411.13;568;234;23;432.35;612;286;9;406.33;517;235;44;547.66;796;343;44;579.68;850;343;7325
605;10;OSORNO;OSORNO;CENTRO EDUCACIONAL DE ADULTOS DIEGO PORTALES;HC - NOCTURNO;SUBVENC;69;443.39;632.5;315.5;69;447.49;661;305;69;439.29;604;234;47;443.26;616;286;34;427.44;633;285;78;468.65;713;307;78;488.86;841;307;22405
606;10;OSORNO;OSORNO;COLEGIO EMPRENDER OSORNO;HC - NOCTURNO;SUBVENC;24;442.42;553.0;363.0;24;450.33;618;317;24;434.50;526;353;13;463.85;562;286;15;375.13;571;261;33;522.18;705;384;33;544;798;384;22191
607;10;OSORNO;OSORNO;COLEGIO GENE BARBER SJ;HC - NOCTURNO;SUBVENC;1;368.50;368.5;368.5;1;407.00;407;407;1;330.00;330;330;1;440.00;440;440;1;351.00;351;351;3;453.00;549;341;3;471.67;605;341;40288
608;10;OSORNO;OSORNO;COLEGIO SAN ANDRES;HC - NOCTURNO;SUBVENC;3;424.67;478.5;373.0;3;470.67;496;452;3;378.67;461;282;2;429.50;485;374;1;328.00;328;328;8;460.38;567;398;8;462.13;581;398;22355
609;10;OSORNO;OSORNO;COLEGIO TECNICO PROFESIONAL SANTA TERESA DE LOS ANDES;HC - NOCTURNO;SUBVENC;21;405.24;540.0;262.0;21;404.14;571;231;21;406.33;536;282;13;444.23;607;307;9;348.22;490;214;33;490.21;719;357;33;508.88;814;357;22397
610;10;OSORNO;OSORNO;ESCUELA PART. N° 303 LUIS CRUZ MARTINEZ;HC - NOCTURNO;SUBVENC;1;380.00;380.0;380.0;1;430.00;430;430;1;330.00;330;330;;;;;1;375.00;375;375;1;535.00;535;535;1;535;535;535;12182
611;10;OSORNO;OSORNO;ESCUELA PARTICULAR RENE SORIANO BORQUEZ;HC - NOCTURNO;SUBVENC;2;461.75;467.0;456.5;2;468.00;484;452;2;455.50;461;450;2;468.00;562;374;;;;;4;444.75;491;404;4;449.5;510;404;7404
612;10;OSORNO;OSORNO;LICEO DE ADMINISTRACION SAN SEBASTIAN;HC - NOCTURNO;SUBVENC;41;391.41;526.0;225.0;41;381.24;526;231;41;401.59;526;219;41;392.63;558;231;10;414.90;529;351;60;514.98;687;402;60;536.18;799;402;22466
613;10;OSORNO;OSORNO;LICEO DE ADULTOS CRECER;HC - NOCTURNO;SUBVENC;6;447.58;567.0;341.0;6;453.67;589;329;6;441.50;545;353;4;495.00;624;374;2;342.00;375;309;15;532.93;767;404;15;560.53;850;404;22276
614;10;OSORNO;OSORNO;LICEO TECNICO MANUEL BAQUEDANO;HC - NOCTURNO;SUBVENC;32;452.70;685.0;260.5;32;454.81;669;215;32;450.59;701;282;20;471.35;655;286;20;415.55;647;235;47;517.11;778;353;47;545.11;850;353;22187
615;10;OSORNO;PURRANQUE;CENTRO EDUC. INTEGRADA DE ADULTOS PURRANQUE;HC - NOCTURNO;MUNICIPAL;23;384.80;539.5;266.5;23;388.65;543;274;23;380.96;553;234;14;444.36;549;307;14;396.14;559;219;31;515.06;707;343;31;591.1;850;343;7509
616;10;OSORNO;PURRANQUE;COLEGIO CRECER OSORNO;HC - NOCTURNO;MUNICIPAL;4;326.00;343.5;294.0;4;329.00;381;289;4;323.00;374;259;4;385.25;525;286;1;392.00;392;392;9;551.89;723;361;9;622.22;850;361;22430
617;10;OSORNO;PURRANQUE;ESCUELA BERTOLDO HOFMANN KAHLER;HC - NOCTURNO;MUNICIPAL;4;344.88;377.5;313.5;4;360.75;416;274;4;329.00;374;259;4;420.50;485;374;2;391.00;407;375;8;490.13;612;365;8;508.63;684;365;7507
618;10;OSORNO;PURRANQUE;COLEGIO SANTA RITA DE CASCIA;HC - NOCTURNO;SUBVENC;3;436.83;492.5;349.0;3;413.67;477;305;3;460.00;526;393;3;487.00;579;343;1;422.00;422;422;7;550.71;683;452;7;605.43;817;452;22637
619;10;OSORNO;RIO NEGRO;LICEO JOSE TORIBIO MEDINA (EX.C-21);HC - NOCTURNO;MUNICIPAL;3;359.67;387.5;308.0;3;327.00;422;242;3;392.33;450;353;3;398.33;491;264;3;366.33;407;285;6;572.17;677;408;6;616.33;771;408;7542
620;10;LLANQUIHUE;PUERTO MONTT;CEIA NARCISO GARCIA BARRIA;HC - NOCTURNO;MUNICIPAL;19;415.89;534.5;289.0;19;435.37;549;305;19;396.42;520;226;13;466.62;591;343;10;385.30;490;235;28;507.61;733;374;28;541.21;850;374;6772
621;10;LLANQUIHUE;PUERTO MONTT;CENTRO DE EDUC.ADULTOS JOSE BERNARDO SUAREZ;HC - NOCTURNO;MUNICIPAL;17;417.26;560.0;298.0;17;428.18;549;274;17;406.35;571;234;12;465.08;579;343;8;425.50;517;309;24;492.63;729;337;24;526.25;850;337;7667
622;10;LLANQUIHUE;PUERTO MONTT;ESCUELA DE ADULTOS RELONCAVI;HC - NOCTURNO;MUNICIPAL;4;401.25;466.0;235.0;4;419.75;484;274;4;382.75;488;196;3;477.33;553;430;2;365.50;422;309;5;532.80;652;436;5;581.4;795;436;7624
623;10;LLANQUIHUE;PUERTO MONTT;CENTRO DE EDUCACION DE ADULTOS APRENDER;HC - NOCTURNO;SUBVENC;22;415.09;560.0;269.5;22;421.27;589;231;22;408.91;564;234;19;464.68;664;286;4;371.00;497;261;32;528.31;753;281;32;553.25;850;281;22473
624;10;LLANQUIHUE;PUERTO MONTT;CENTRO DE ESTUDIOS LA ARAUCANA;HC - NOCTURNO;SUBVENC;36;433.26;572.0;238.0;36;461.72;606;242;36;404.81;607;181;23;474.78;587;343;22;415.36;559;230;40;453.80;622;311;40;505.48;850;311;22660
625;10;LLANQUIHUE;PUERTO MONTT;CENTRO EDUCACIONAL AMANCAY;HC - NOCTURNO;SUBVENC;17;440.88;560.5;323.0;17;476.65;618;340;17;405.12;520;282;10;504.60;574;420;10;422.10;510;309;25;461.76;606;325;25;478.96;704;325;22482
626;10;LLANQUIHUE;PUERTO MONTT;COLEGIO DE AD. MADRE ISABEL LARRAÑAGA;HC - NOCTURNO;SUBVENC;18;419.89;491.5;333.0;18;433.00;526;305;18;406.78;545;259;14;465.00;612;208;5;384.60;462;285;29;427.62;592;305;29;436.55;659;305;40406
627;10;LLANQUIHUE;PUERTO MONTT;COLEGIO NUEVO HORIZONTE;HC - NOCTURNO;SUBVENC;4;434.38;476.0;390.5;4;459.50;496;407;4;409.25;461;374;3;455.33;497;420;;;;;10;617.00;691;529;10;746.6;850;571;22461
628;10;LLANQUIHUE;PUERTO MONTT;COLEGIO PARTICULAR ANTARES DE ALERCE;HC - NOCTURNO;SUBVENC;1;482.50;482.5;482.5;1;477.00;477;477;1;488.00;488;488;;;;;1;328.00;328;328;3;470.67;543;368;3;478;565;368;22361
629;10;LLANQUIHUE;PUERTO MONTT;COMUNIDAD DE APRENDIZAJE VINCULOS PTO. MONTT;HC - NOCTURNO;SUBVENC;25;379.40;552.0;265.5;25;385.48;601;226;25;373.32;549;226;20;390.60;562;231;9;390.11;553;224;63;486.30;727;343;63;501.68;850;343;40308
630;10;LLANQUIHUE;PUERTO MONTT;CORPORACION DE EDUCACION LA ARAUCANA;HC - NOCTURNO;SUBVENC;82;450.87;605.0;269.5;82;457.28;646;242;82;444.45;592;234;56;475.66;616;264;35;422.57;602;235;110;436.54;687;264;110;453.9;850;264;22296
631;10;LLANQUIHUE;PUERTO MONTT;INSTITUTO INGLES ANTUQUENU;HC - NOCTURNO;SUBVENC;8;401.88;469.0;333.5;8;417.88;484;274;8;385.88;461;226;6;443.50;519;237;3;404.00;462;375;15;522.53;693;319;15;561.53;843;319;22499
632;10;LLANQUIHUE;PUERTO MONTT;LICEO TEC. PROF. DE AD. CORESOL DE PTO. MONTT;HC - NOCTURNO;SUBVENC;57;347.61;463.0;241.5;57;330.26;471;210;57;364.95;496;226;53;395.06;539;220;35;364.34;529;214;60;558.18;755;359;60;591.15;850;359;22638
633;10;LLANQUIHUE;CALBUCO;LICEO POLITECNICO DE CALBUCO;HC - NOCTURNO;MUNICIPAL;8;416.88;509.5;329.0;8;423.25;531;352;8;410.50;488;306;6;436.17;519;326;7;416.57;472;309;8;545.38;735;414;8;587.75;850;414;7772
634;10;LLANQUIHUE;CALBUCO;C.E.I.A. AEK;HC - NOCTURNO;SUBVENC;30;404.88;539.5;280.5;30;419.30;576;231;30;390.47;526;234;15;439.40;565;237;16;374.69;490;235;61;526.80;792;349;61;550.57;850;349;40447
635;10;LLANQUIHUE;FRESIA;CENTRO EDUCACIONAL DE ADULTOS APRENDER;HC - NOCTURNO;SUBVENC;37;415.50;549.5;283.0;37;412.54;560;305;37;418.46;585;150;29;425.55;553;237;11;383.27;529;214;53;540.57;652;412;53;573.45;752;412;22475
636;10;LLANQUIHUE;FRUTILLAR;LICEO IGNACIO CARRERA PINTO;HC - NOCTURNO;MUNICIPAL;12;381.54;456.0;274.0;12;382.33;503;226;12;380.75;461;259;7;402.71;485;286;7;358.71;437;230;24;525.21;683;345;24;556.75;767;345;22022
637;10;LLANQUIHUE;LOS MUERMOS;LICEO POLIVALENTE RAMON ANGEL JARA;HC - NOCTURNO;SUBVENC;10;395.30;551.0;275.5;10;396.60;582;242;10;394.00;520;234;8;462.75;591;231;2;379.00;407;351;13;528.69;709;424;13;587.85;850;424;7907
638;10;LLANQUIHUE;LLANQUIHUE;ESCUELA PARTICULAR 239 LOS VOLCANES;HC - NOCTURNO;SUBVENC;13;387.12;524.0;259.5;13;386.31;560;237;13;387.92;496;282;10;422.30;570;326;5;328.80;422;235;18;498.33;703;388;18;514.56;850;388;7970
639;10;LLANQUIHUE;PUERTO VARAS;LICEO PEDRO AGUIRRE CERDA;HC - NOCTURNO;MUNICIPAL;15;418.90;504.0;349.0;15;445.73;560;305;15;392.07;549;219;11;400.45;503;264;9;445.11;504;407;19;478.05;626;335;19;500.37;726;335;7720
640;10;CHILOE;CASTRO;ESCUELA DE ADULTOS AYTUE;HC - NOCTURNO;MUNICIPAL;1;410.50;410.5;410.5;1;491.00;491;491;1;330.00;330;330;;;;;1;472.00;472;472;3;467.67;606;331;3;480;643;331;8005
641;10;CHILOE;CASTRO;ESCUELA DE ADULTOS DE CASTRO;HC - NOCTURNO;MUNICIPAL;4;479.25;504.0;464.5;4;422.00;444;398;4;536.50;564;520;4;481.00;503;457;2;470.00;490;450;4;675.75;721;596;4;714.5;770;618;8023
642;10;CHILOE;CASTRO;COMUNIDAD DE APRENDIZAJE VINCULOS CASTRO;HC - NOCTURNO;SUBVENC;13;424.73;486.5;335.0;13;436.08;560;317;13;413.38;515;306;8;465.50;574;343;6;407.00;472;261;42;486.31;747;329;42;493.17;838;329;40282
643;10;CHILOE;CASTRO;INSTITUTO CECAL SUR;HC - NOCTURNO;SUBVENC;6;390.17;451.0;266.5;6;363.67;438;274;6;416.67;488;259;5;403.00;449;359;1;422.00;422;422;21;527.71;767;359;21;591.62;850;359;22545
644;10;CHILOE;CASTRO;LICEO TECNICO PROFESIONAL GABRIELA MISTRAL;HC - NOCTURNO;SUBVENC;9;359.06;432.0;262.0;9;372.11;477;237;9;346.00;409;219;6;382.67;471;220;3;317.00;497;224;12;474.25;681;355;12;480;721;355;22551
645;10;CHILOE;ANCUD;CENTRO DE EDUCACION DE ADULTOS ESMERALDA;HC - NOCTURNO;SUBVENC;27;424.37;552.5;248.0;27;435.85;582;231;27;412.89;540;259;20;447.45;595;243;12;382.67;534;261;40;514.15;652;248;40;542.75;753;248;22401
646;10;CHILOE;ANCUD;COLEGIO DE ADULTOS PUDETO;HC - NOCTURNO;SUBVENC;2;419.00;487.0;351.0;2;415.50;459;372;2;422.50;515;330;1;264.00;264;264;1;392.00;392;392;;;;;;;;;22485
647;10;CHILOE;ANCUD;LICEO SAN FRANCISCO;HC - NOCTURNO;SUBVENC;10;364.30;467.0;286.0;10;380.00;484;242;10;348.60;480;203;9;424.56;525;307;4;355.75;392;328;21;569.24;812;327;21;610.62;850;327;22189
648;10;CHILOE;CHONCHI;LICEO MANUEL JESUS ANDRADE BORQUEZ;HC - NOCTURNO;MUNICIPAL;2;502.25;553.5;451.0;2;509.00;554;464;2;495.50;553;438;1;587.00;587;587;1;351.00;351;351;11;511.09;679;329;11;580.91;850;329;8206
649;10;CHILOE;QUELLON;CENTRO DE EDUCACION DE ADULTOS QUELLON;HC - NOCTURNO;MUNICIPAL;9;437.17;501.0;352.5;9;445.78;543;352;9;428.56;509;330;7;520.71;562;471;4;424.25;497;375;18;547.56;695;440;18;571.11;769;440;22307
650;10;PALENA;HUALAIHUE;CENTRO DE EDUCACION DE ADULTOS APRENDER;HC - NOCTURNO;SUBVENC;1;344.50;344.5;344.5;1;430.00;430;430;1;259.00;259;259;1;359.00;359;359;;;;;1;501.00;501;501;1;501;501;501;22604
651;11;COIHAIQUE;COIHAIQUE;CENTRO DE EDUCACION INTEGRADA DE ADULTOS;HC - NOCTURNO;MUNICIPAL;7;357.21;453.5;286.0;7;355.57;407;242;7;358.86;509;226;7;430.57;503;343;1;261.00;261;261;8;589.63;685;422;8;643.5;783;422;24215
652;11;COIHAIQUE;COIHAIQUE;C.E.I.A. JOSEFINA MENDEZ E.I.R.L.;HC - NOCTURNO;SUBVENC;151;410.14;592.0;250.0;151;405.54;633;226;151;414.73;597;211;117;402.21;624;202;80;405.78;623;230;169;484.56;675;331;169;509.44;850;331;24237
653;11;COIHAIQUE;COIHAIQUE;CENTRO DE ESTUDIOS DE LA PATAGONIA COYHAIQUE;HC - NOCTURNO;SUBVENC;77;402.84;589.0;210.5;77;423.01;653;210;77;382.66;549;203;52;454.46;655;237;41;392.78;545;208;124;567.73;806;230;124;583.39;850;230;24238
654;11;COIHAIQUE;COIHAIQUE;COLEGIO INGLES COYHAIQUE;HC - NOCTURNO;SUBVENC;15;417.17;550.5;310.5;15;448.13;537;362;15;386.20;564;234;12;456.33;558;307;4;472.75;545;422;13;521.62;697;357;13;544.38;796;357;24234
655;11;COIHAIQUE;COIHAIQUE;LICEO TECNICO PROFESIONAL JUAN PABLO II;HC - NOCTURNO;SUBVENC;15;400.27;470.5;305.0;15;394.93;520;257;15;405.60;509;282;13;409.31;491;326;1;392.00;392;392;29;568.59;753;400;29;609.97;850;400;11608
656;11;AISEN;AISEN;LICEO POLITECNICO A-1 DE PUERTO AYSEN;HC - NOCTURNO;MUNICIPAL;32;396.80;526.5;283.5;32;402.19;582;237;32;391.41;531;234;25;423.12;633;264;13;389.23;534;214;41;506.10;767;386;41;532.66;850;386;8375
657;11;AISEN;AISEN;CENTRO DE ESTUDIOS DE LA PATAGONIA AYSEN;HC - NOCTURNO;SUBVENC;61;409.75;550.5;250.0;61;430.34;613;226;61;389.15;520;219;36;486.44;612;264;37;407.59;534;230;97;524.91;794;333;97;536.45;850;333;24241
658;11;AISEN;CISNES;ESCUELA EUSEBIO IBAR SCHEPELLER;HC - NOCTURNO;MUNICIPAL;1;536.50;536.5;536.5;1;537.00;537;537;1;536.00;536;536;1;545.00;545;545;1;553.00;553;553;10;618.60;739;475;10;648.3;799;475;8391
659;11;CAPITAN PRAT;COCHRANE;LICEO AUSTRAL LORD COCHRANE;HC - NOCTURNO;MUNICIPAL;3;362.83;430.0;293.5;3;328.00;422;257;3;397.67;438;330;3;466.33;579;410;2;353.50;422;285;8;492.50;584;400;8;517;670;400;24201
660;12;ULTIMA ESPERANZA;NATALES;CENTRO DE EDUCACION INTEGRADA DE ADULTOS;HC - NOCTURNO;MUNICIPAL;7;428.00;528.5;349.0;7;424.57;531;305;7;431.43;526;374;3;487.67;669;374;6;413.33;490;351;10;503.80;776;400;10;514.2;850;400;24332
661;12;ULTIMA ESPERANZA;NATALES;COLEGIO PUERTO NATALES;HC - NOCTURNO;SUBVENC;54;385.55;551.5;274.0;54;378.28;594;210;54;392.81;509;259;54;387.15;616;243;52;372.83;534;235;61;488.49;624;386;61;515.79;771;386;24317
662;12;MAGALLANES;PUNTA ARENAS;CENTRO DE EDUCACION INTEGRAL DE ADULTOS;HC - NOCTURNO;MUNICIPAL;70;391.32;597.5;234.5;70;383.03;646;210;70;399.61;564;226;59;383.05;587;226;33;366.39;504;198;93;479.51;759;291;93;490.66;845;291;8432
663;12;MAGALLANES;PUNTA ARENAS;COLEGIO ANDINO;HC - NOCTURNO;MUNICIPAL;21;339.74;430.0;250.5;21;324.57;422;231;21;354.90;450;259;10;418.40;503;307;11;369.18;450;285;27;562.96;699;420;27;576.04;776;420;8426
664;12;MAGALLANES;PUNTA ARENAS;SOCIEDAD EDUCACIONAL LA ARAUCANA;HC - NOCTURNO;PAGADO;33;440.52;579.5;285.5;33;440.82;633;274;33;440.21;582;219;23;454.96;637;220;15;417.07;567;285;36;490.86;646;218;36;510.06;728;218;11685
665;12;MAGALLANES;PUNTA ARENAS;FUNDACION PARA EL DESARROLLO DE LA XII REGION;HC - NOCTURNO;SUBVENC;81;396.56;560.0;237.0;81;398.02;582;215;81;395.09;571;219;52;400.81;553;237;36;400.36;545;230;93;478.22;671;329;93;488.22;734;329;24330
666;12;TIERRA DEL FUEGO;PORVENIR;LICEO POLIVALENTE HERNANDO DE MAGALLANES;HC - NOCTURNO;MUNICIPAL;39;412.92;532.0;269.5;39;413.36;589;242;39;412.49;568;282;36;430.33;624;220;17;379.94;510;214;46;490.02;673;363;46;508.35;819;363;8474
