ORD;REGION;PROV;COMUNA;UNIDAD_EDUCATIVA;RAMA_EDUCACIONAL;DEP;L_M_N;L_M_PROMEDIO;L_M_MAXIMO;L_M_MINIMO;L_N;L_PROMEDIO;L_MAXIMO;L_MINIMO;M_N;M_PROMEDIO;M_MAXIMO;M_MINIMO;H_CS_N;H_CS_PROMEDIO;H_CS_MAXIMO;H_CS_MINIMO;C_N;C_PROMEDIO;C_MAXIMO;C_MINIMO;NOTAS_N;NOTAS_PROMEDIO;NOTAS_MAXIMO;NOTAS_MINIMO;RANK_N;RANK_PROMEDIO;RANK_MAXIMO;RANK_MINIMO;RBD
1042;13;SANTIAGO;PUDAHUEL;COLEGIO SANTIAGO DE PUDAHUEL;HC - DIURNO;SUBVENC;56;472.39;576.5;331.5;56;462.45;589;289;56;482.34;607;306;32;450.81;620;307;26;486.46;602;235;59;494.42;729;363;59;504.86;818;363;25895
1043;13;SANTIAGO;PUDAHUEL;COLEGIO TERRA AUSTRALIS;HC - DIURNO;SUBVENC;28;461.16;603.0;311.5;28;476.89;646;305;28;445.43;594;234;20;522.60;685;343;16;460.25;571;230;28;466.21;626;307;28;504.36;822;307;25922
1044;13;SANTIAGO;QUILICURA;LICEO MUNICIPAL ALCALDE JORGE INDO;HC - DIURNO;MUNICIPAL;10;422.35;515.5;266.5;10;445.90;554;274;10;398.80;488;226;5;477.60;535;326;6;403.00;490;309;15;440.07;540;311;15;470.07;668;311;25182
1045;13;SANTIAGO;QUILICURA;COLEGIO MANQUECURA VALLE LO CAMPINO;HC - DIURNO;PAGADO;41;612.34;764.5;465.0;41;615.15;716;503;41;609.54;834;393;14;621.64;696;545;27;599.78;724;462;42;569.79;721;439;42;599.55;850;439;25487
1046;13;SANTIAGO;QUILICURA;AUSTRALIAN COLLEGE TERCER MILENIO;HC - DIURNO;SUBVENC;154;468.47;664.5;294.0;154;468.03;669;305;154;468.92;690;259;76;467.58;646;220;109;453.96;633;235;160;517.86;758;379;160;543.9;850;379;25969
1047;13;SANTIAGO;QUILICURA;COLEGIO PALMARES;HC - DIURNO;SUBVENC;104;576.07;740.5;396.0;104;563.92;762;289;104;588.21;817;353;45;560.38;822;243;79;572.90;744;309;104;513.31;740;363;104;537.53;850;363;25961
1048;13;SANTIAGO;QUILICURA;COLEGIO PARTICULAR NOVO MUNDO;HC - DIURNO;SUBVENC;69;471.13;625.0;282.0;69;478.67;646;257;69;463.59;637;259;40;492.78;655;243;34;458.50;619;261;74;471.53;723;320;74;487.97;841;320;25386
1049;13;SANTIAGO;QUILICURA;COLEGIO POLIVALENTE NOVO HORIZONTE;HC - DIURNO;SUBVENC;33;485.77;624.0;328.0;33;494.48;618;340;33;477.06;659;234;18;479.78;583;286;22;460.86;623;261;36;513.81;740;336;36;533.69;850;336;25853
1050;13;SANTIAGO;QUILICURA;COLEGIO POLIVALENTE SAN PEDRO DE QUILICURA;HC - DIURNO;SUBVENC;49;441.56;588.5;262.0;49;459.06;646;242;49;424.06;568;226;36;458.78;633;264;15;431.33;539;235;53;466.36;682;311;53;497.09;850;311;26168
1051;13;SANTIAGO;QUILICURA;COLEGIO POLIVALENTE SAN SEBASTIAN DE QUILICURA;HC - DIURNO;SUBVENC;43;508.06;633.5;327.0;43;512.49;685;317;43;503.63;659;282;33;502.30;669;264;30;466.93;587;285;44;577.25;708;395;44;612.77;811;395;25387
1052;13;SANTIAGO;QUILICURA;COLEGIO POLIVALENTE SANTA MARIA;HC - DIURNO;SUBVENC;69;532.02;703.0;360.0;69;529.43;725;305;69;534.61;701;282;25;523.72;703;374;52;527.98;703;309;70;558.66;777;367;70;573.59;845;367;10246
1053;13;SANTIAGO;QUILICURA;COLEGIO SAN ADRIAN DE QUILICURA;HC - DIURNO;SUBVENC;67;561.93;695.0;407.5;67;555.63;705;398;67;568.22;768;393;24;570.58;669;399;55;545.15;682;392;67;569.96;754;397;67;595.64;850;397;25829
1054;13;SANTIAGO;QUILICURA;COLEGIO SAN ALBERTO HURTADO;HC - DIURNO;SUBVENC;35;435.03;554.5;299.5;35;433.00;613;257;35;437.06;579;282;26;438.27;535;307;16;433.69;553;230;36;445.33;674;356;36;458.67;797;356;26083
1055;13;SANTIAGO;QUILICURA;COLEGIO SAN CARLOS DE QUILICURA;HC - DIURNO;SUBVENC;74;525.26;683.0;371.0;74;513.49;661;317;74;537.04;713;374;46;542.91;717;286;51;506.06;666;351;76;524.75;736;385;76;548.32;850;385;26033
1056;13;SANTIAGO;QUILICURA;COLEGIO SAN ISAAC JOGUES;HC - DIURNO;SUBVENC;42;472.77;620.0;335.5;42;489.52;661;340;42;456.02;617;211;17;455.65;616;286;28;499.11;605;375;44;527.91;702;395;44;557.23;815;395;24769
1057;13;SANTIAGO;QUILICURA;COLEGIO SANTA BARBARA HS;HC - DIURNO;SUBVENC;63;416.87;572.0;231.5;63;410.22;618;220;63;423.52;648;219;36;429.53;633;243;27;443.41;602;285;68;473.38;736;346;68;486.09;833;346;25542
1058;13;SANTIAGO;QUILICURA;COLEGIO SANTIAGO - QUILICURA;HC - DIURNO;SUBVENC;83;476.79;688.0;310.5;83;487.10;749;289;83;466.48;644;259;43;478.37;710;264;53;482.40;663;285;87;519.61;750;344;87;531.03;850;344;26110
1059;13;SANTIAGO;QUILICURA;LICEO JOSE DOMINGO CAÑAS;HC - DIURNO;SUBVENC;105;507.22;714.0;297.5;105;500.03;749;242;105;514.41;751;282;43;506.49;766;243;66;516.79;724;261;107;503.78;775;352;107;523.79;850;352;8645
1060;13;SANTIAGO;QUILICURA;MELFORD COLLEGE;HC - DIURNO;SUBVENC;33;485.15;641.5;346.5;33;502.45;685;340;33;467.85;637;282;16;521.63;624;430;19;499.68;629;261;34;476.18;639;352;34;484.32;702;352;25349
1061;13;SANTIAGO;QUINTA NORMAL;LICEO POLIVALENTE GUILLERMO LABARCA H.  A-78;HC - DIURNO;MUNICIPAL;8;413.69;492.0;352.0;8;408.00;464;352;8;419.38;520;306;1;535.00;535;535;8;376.13;481;261;9;488.00;581;358;9;537.44;720;358;9985
1062;13;SANTIAGO;QUINTA NORMAL;LICEO POLIVALENTE JUAN ANTONIO RIOS A-31;HC - DIURNO;MUNICIPAL;9;465.50;550.5;365.0;9;506.00;613;422;9;425.00;526;259;7;497.43;574;420;1;567.00;567;567;11;480.64;694;369;11;532.73;850;369;8508
1063;13;SANTIAGO;QUINTA NORMAL;COLEGIO ELVIRA HURTADO DE MATTE;HC - DIURNO;SUBVENC;70;603.93;722.0;419.5;70;596.30;775;389;70;611.56;727;450;33;580.94;726;359;49;593.06;714;285;71;542.72;738;395;71;574.44;850;395;10042
1064;13;SANTIAGO;QUINTA NORMAL;COLEGIO MARQUEL;HC - DIURNO;SUBVENC;55;501.60;648.0;357.0;55;492.40;736;340;55;510.80;624;330;27;514.63;691;264;31;467.03;669;351;58;514.17;752;346;58;541.79;850;346;10069
1065;13;SANTIAGO;QUINTA NORMAL;COLEGIO PART. GABRIELA MISTRAL SOCIEDAD EDUC.;HC - DIURNO;SUBVENC;34;571.90;716.0;470.5;34;559.91;725;389;34;583.88;727;450;12;556.08;616;449;22;604.91;778;375;34;591.12;773;435;34;641.59;850;435;25508
1066;13;SANTIAGO;QUINTA NORMAL;LICEO ALBERTO HURTADO;HC - DIURNO;SUBVENC;80;465.85;673.5;242.5;80;471.99;646;226;80;459.71;706;259;40;490.23;735;264;43;457.84;682;235;81;488.43;732;365;81;499.16;829;365;10023
1067;13;SANTIAGO;QUINTA NORMAL;LICEO POLIVALENTE SAN JOSE DE LA PRECIOSA SANGRE;HC - DIURNO;SUBVENC;74;532.70;678.0;364.0;74;538.91;736;372;74;526.49;675;330;44;540.86;703;420;46;515.26;644;309;74;529.81;702;425;74;547.81;810;425;10030
1068;13;SANTIAGO;RECOLETA;CENTRO EDUC. JOSE MIGUEL CARRERA (EX.B-36);HC - DIURNO;MUNICIPAL;16;429.47;648.0;293.5;16;446.13;685;305;16;412.81;611;234;16;402.75;641;226;4;468.25;609;328;27;505.78;760;375;27;554.44;850;375;10254
1069;13;SANTIAGO;RECOLETA;CENTRO EDUCACIONAL HEROE ARTURO PEREZ CANTO;HC - DIURNO;MUNICIPAL;22;398.02;521.5;285.5;22;395.77;531;242;22;400.27;540;282;18;409.50;574;243;5;373.20;497;230;23;460.17;665;356;23;500.78;850;356;10252
1070;13;SANTIAGO;RECOLETA;LICEO PAULA JARAQUEMADA B-6;HC - DIURNO;MUNICIPAL;94;450.96;638.5;271.5;94;456.64;653;226;94;445.28;651;234;48;453.04;680;231;51;452.14;640;235;102;485.41;754;303;102;510.13;850;303;8510
1071;13;SANTIAGO;RECOLETA;LICEO VALENTIN LETELIER (EX. A-11);HC - DIURNO;MUNICIPAL;29;471.26;625.0;315.5;29;473.90;613;352;29;468.62;637;259;17;503.94;603;343;14;486.57;605;351;29;506.69;688;383;29;564.17;850;383;8494
1072;13;SANTIAGO;RECOLETA;COLEGIO ACADEMIA DE HUMANIDADES;HC - DIURNO;PAGADO;70;595.64;820.5;452.5;70;597.77;818;422;70;593.50;834;438;33;582.09;766;449;47;577.13;751;375;70;510.54;766;354;70;517.34;824;354;8750
1073;13;SANTIAGO;RECOLETA;CENTRO EDUC. SAN LORENZO;HC - DIURNO;SUBVENC;20;543.05;659.5;416.0;20;523.75;685;381;20;562.35;668;425;16;540.69;637;457;11;516.82;647;392;20;544.20;736;404;20;578.4;850;404;11965
1074;13;SANTIAGO;RECOLETA;COLEGIO ALBERT EINSTEIN;HC - DIURNO;SUBVENC;18;490.94;579.0;370.5;18;512.83;613;422;18;469.06;589;282;9;504.22;583;410;13;466.85;580;285;19;551.79;661;406;19;586.26;776;406;25138
1075;13;SANTIAGO;RECOLETA;COLEGIO MARIA TERESA CANCINO AGUILAR;HC - DIURNO;SUBVENC;63;515.66;686.5;317.5;63;523.78;695;305;63;507.54;727;330;40;495.60;620;307;48;491.35;660;261;64;514.72;700;399;64;534.36;842;399;8614
1076;13;SANTIAGO;RECOLETA;COLEGIO PARTICULAR NUEVA AURORA DE CHILE;HC - DIURNO;SUBVENC;31;454.56;654.5;356.5;31;461.58;705;340;31;447.55;604;306;12;512.00;624;387;20;447.90;595;261;32;479.53;629;328;32;504.13;733;328;10352
1077;13;SANTIAGO;RECOLETA;COLEGIO POLIVALENTE ALEJANDRO FLORES;HC - DIURNO;SUBVENC;25;454.38;586.5;332.0;25;465.12;594;317;25;443.64;601;226;16;461.19;565;359;13;465.69;571;328;27;493.15;736;350;27;540.78;850;350;10313
1078;13;SANTIAGO;RECOLETA;COLEGIO RAFAEL SANHUEZA LIZARDI;HC - DIURNO;SUBVENC;86;537.44;727.5;405.0;86;540.30;807;372;86;534.57;685;374;42;561.71;822;343;45;557.67;697;392;86;548.02;725;391;86;561.8;793;391;8682
1079;13;SANTIAGO;RECOLETA;COLEGIO SAN BENILDO;HC - DIURNO;SUBVENC;78;446.15;623.0;321.0;78;432.47;661;242;78;459.83;644;282;31;477.77;696;343;53;447.32;598;309;84;498.68;706;338;84;517.12;804;338;8650
1080;13;SANTIAGO;RECOLETA;COLEGIO SAN JUAN DIEGO;HC - DIURNO;SUBVENC;61;529.40;695.0;305.5;61;524.67;661;237;61;534.13;751;374;24;504.42;600;326;40;541.58;633;407;61;559.61;773;406;61;584.1;850;406;24423
1081;13;SANTIAGO;RECOLETA;COMPLEJO EDUC. PRESIDENTE ARTURO ALESSANDRI;HC - DIURNO;SUBVENC;18;469.78;618.0;335.0;18;474.33;705;274;18;465.22;582;330;9;493.11;587;387;9;450.89;591;235;22;517.41;684;367;22;544.05;779;367;10312
1082;13;SANTIAGO;RECOLETA;LICEO LEONARDO MURIALDO;HC - DIURNO;SUBVENC;125;559.60;762.0;394.0;125;548.06;797;317;125;571.14;768;393;60;551.60;751;326;99;559.39;751;261;126;557.61;773;377;126;569.73;834;377;8636
1083;13;SANTIAGO;RECOLETA;LICEO PARTICULAR AVENIDA RECOLETA;HC - DIURNO;SUBVENC;46;449.01;671.5;286.0;46;442.28;716;231;46;455.74;627;330;31;455.10;659;307;21;430.48;580;285;56;486.55;686;342;56;504.02;774;342;10320
1084;13;SANTIAGO;RECOLETA;LICEO POLIVALENTE SANTA JULIANA;HC - DIURNO;SUBVENC;28;564.91;670.0;466.0;28;557.82;677;438;28;572.00;663;450;12;578.08;664;479;24;560.71;708;481;28;589.68;696;515;28;604.36;770;515;8632
1085;13;SANTIAGO;RENCA;INSTITUTO CUMBRE DE CONDORES;HC - DIURNO;MUNICIPAL;65;489.26;688.0;287.0;65;497.75;725;289;65;480.77;681;234;39;503.31;685;307;35;473.34;693;328;70;589.63;746;377;70;640.07;850;377;31037
1086;13;SANTIAGO;RENCA;CENTRO EDUCACIONAL GOYENECHEA;HC - DIURNO;SUBVENC;3;370.17;469.5;307.5;3;374.00;459;274;3;366.33;480;226;2;428.00;457;399;2;467.00;472;462;3;371.00;528;286;3;413.33;655;286;26219
1087;13;SANTIAGO;RENCA;CENTRO EDUCACIONAL LAURA VICUÑA;HC - DIURNO;SUBVENC;14;406.82;542.5;226.0;14;407.29;571;226;14;406.36;564;226;11;402.55;562;243;4;512.25;571;450;23;440.96;704;260;23;482.04;850;260;25303
1088;13;SANTIAGO;RENCA;COLEGIO JORGE ALESSANDRI RODRIGUEZ;HC - DIURNO;SUBVENC;44;488.72;629.5;346.0;44;477.11;685;352;44;500.32;644;330;25;499.28;650;359;21;483.90;576;392;45;506.56;717;358;45;508.93;736;358;24623
1089;13;SANTIAGO;RENCA;COLEGIO POLIVALENTE SANTA MARIA DE LA PROVIDENCIA;HC - DIURNO;SUBVENC;33;492.64;612.5;383.0;33;513.00;685;352;33;472.27;640;282;23;554.09;710;387;20;434.30;637;309;33;549.97;729;408;33;575.03;850;408;10232
1090;13;SANTIAGO;RENCA;COLEGIO SAN JOAQUIN;HC - DIURNO;SUBVENC;29;598.71;718.5;416.5;29;587.48;807;438;29;609.93;834;374;26;614.85;780;449;12;546.00;640;375;30;590.83;787;435;30;628.33;850;435;24498
1091;13;SANTIAGO;RENCA;COLEGIO SAN JOSE DE RENCA;HC - DIURNO;SUBVENC;35;466.66;588.5;323.0;35;454.66;589;329;35;478.66;651;306;17;445.94;616;374;19;461.63;609;261;37;496.81;711;348;37;517.84;825;348;24812
1092;13;SANTIAGO;SAN JOAQUIN;COLEGIO NUESTRA SEÑORA DEL HUERTO;HC - DIURNO;SUBVENC;17;519.24;596.5;402.0;17;496.12;606;398;17;542.35;617;374;11;492.91;628;387;11;477.09;598;375;17;511.18;620;437;17;512.29;636;437;9500
1093;13;SANTIAGO;SAN JOAQUIN;COLEGIO POLIVALENTE ADVENTISTA SANTIAGO SUR;HC - DIURNO;SUBVENC;35;461.27;575.5;321.0;35;474.09;625;289;35;448.46;553;330;22;493.32;646;264;17;463.18;591;328;39;532.00;744;379;39;555.72;850;379;9502
1094;13;SANTIAGO;SAN JOAQUIN;LICEO ESPIRITU SANTO;HC - DIURNO;SUBVENC;46;446.87;603.0;312.0;46;468.04;653;231;46;425.70;601;306;29;450.69;710;237;23;457.13;598;328;51;459.33;754;324;51;472.27;850;324;9486
1095;13;SANTIAGO;SAN JOAQUIN;LICEO PARTICULAR SAINT LAWRENCE HIGH SCHOOL;HC - DIURNO;SUBVENC;20;444.98;567.0;286.0;20;427.70;537;242;20;462.25;597;282;7;471.57;539;343;16;407.38;539;235;22;560.27;734;427;22;598.64;850;427;9477
1096;13;SANTIAGO;SAN MIGUEL;LICEO ANDRES BELLO A-94;HC - DIURNO;MUNICIPAL;102;565.20;748.0;412.0;102;563.75;725;416;102;566.66;850;353;58;589.83;766;430;55;541.13;759;375;103;530.10;768;408;103;564.49;850;408;9406
1097;13;SANTIAGO;SAN MIGUEL;LICEO BETSABE HORMAZABAL DE ALARCON (EX. A-92);HC - DIURNO;MUNICIPAL;35;463.23;635.0;329.0;35;483.74;685;305;35;442.71;585;259;20;456.15;603;326;21;467.95;571;328;38;487.74;672;356;38;503.68;756;356;9405
1098;13;SANTIAGO;SAN MIGUEL;COLEGIO SUBERCASEAUX COLLEGE;HC - DIURNO;PAGADO;23;534.04;660.0;321.0;23;549.00;716;289;23;519.09;681;330;12;585.83;664;430;13;530.00;663;375;24;518.96;768;377;24;539.08;850;377;9509
1099;13;SANTIAGO;SAN MIGUEL;ASHELL ENGLISH COLLEGE SAN MIGUEL;HC - DIURNO;SUBVENC;26;510.27;673.5;408.5;26;499.00;646;329;26;521.54;701;393;15;533.20;691;387;15;476.07;563;309;26;534.54;752;361;26;545.19;850;361;25699
1100;13;SANTIAGO;SAN MIGUEL;COLEGIO CHILE;HC - DIURNO;SUBVENC;159;500.15;723.0;341.0;159;498.19;736;289;159;502.12;741;282;73;502.27;710;286;102;491.78;669;309;174;502.84;779;268;174;518.72;850;268;9504
1101;13;SANTIAGO;SAN MIGUEL;COLEGIO CORAZON DE MARIA DE SAN MIGUEL;HC - DIURNO;SUBVENC;73;611.27;763.0;469.5;73;605.51;807;416;73;617.04;734;480;25;605.12;794;374;59;602.32;768;462;73;564.82;766;373;73;574.36;804;373;25675
1102;13;SANTIAGO;SAN MIGUEL;COLEGIO LOS ANGELES SANTIAGO;HC - DIURNO;SUBVENC;23;454.35;655.0;294.5;23;442.39;639;215;23;466.30;671;259;15;485.27;616;243;14;461.50;605;375;25;494.76;599;397;25;559.96;807;397;25718
1103;13;SANTIAGO;SAN MIGUEL;COLEGIO MANANTIAL DE SAN MIGUEL;HC - DIURNO;SUBVENC;40;528.61;652.0;327.0;40;536.65;695;372;40;520.58;659;234;19;534.32;710;374;25;524.20;724;328;40;553.68;738;418;40;579.43;844;418;25894
1104;13;SANTIAGO;SAN MIGUEL;COLEGIO PARROQUIAL SAN MIGUEL;HC - DIURNO;SUBVENC;77;565.84;772.5;430.5;77;557.99;786;381;77;573.70;850;425;34;578.18;726;457;51;548.88;744;375;77;547.52;715;383;77;566.99;804;383;9564
1105;13;SANTIAGO;SAN MIGUEL;COLEGIO RELIGIOSO SANTA MARGARITA;HC - DIURNO;SUBVENC;9;428.33;505.5;341.0;9;423.89;531;289;9;432.78;531;259;6;478.17;591;307;2;385.50;462;309;9;407.00;451;348;9;407;451;348;25798
1106;13;SANTIAGO;SAN MIGUEL;COLEGIO SAN CRISTOBAL COLLEGE;HC - DIURNO;SUBVENC;57;514.61;646.5;305.5;57;517.23;695;329;57;512.00;668;259;24;514.67;717;326;38;539.37;708;309;57;481.07;729;340;57;509.86;850;340;24625
1107;13;SANTIAGO;SAN MIGUEL;COLEGIO SANTA ROSA;HC - DIURNO;SUBVENC;60;532.92;674.5;406.5;60;532.37;725;352;60;533.47;671;330;31;541.65;766;399;33;524.94;666;375;60;534.07;768;420;60;558.07;850;420;9484
1108;13;SANTIAGO;SAN MIGUEL;COLEGIO SANTO CURA DE ARS;HC - DIURNO;SUBVENC;56;523.97;756.0;387.0;56;530.88;818;372;56;517.07;817;393;29;520.00;616;410;29;520.97;657;285;60;519.85;781;365;60;536.13;850;365;9519
1109;13;SANTIAGO;SAN MIGUEL;COLEGIO TOMAS MORO;HC - DIURNO;SUBVENC;51;443.70;593.0;349.0;51;436.78;594;289;51;450.61;597;306;23;473.00;674;231;33;440.03;595;230;43;489.49;725;342;43;491.7;746;342;11812
1110;13;SANTIAGO;SAN MIGUEL;ESCUELA BASICA FERNANDO DE ARAGON;HC - DIURNO;SUBVENC;5;378.80;460.5;315.5;5;379.40;496;257;5;378.20;425;306;3;401.00;457;326;2;306.00;351;261;;;;;;;;;9549
1111;13;SANTIAGO;SAN MIGUEL;ESCUELA PREMILITAR HEROES DE LA CONCEPCION;HC - DIURNO;SUBVENC;16;430.34;528.5;339.0;16;426.19;582;329;16;434.50;557;306;15;443.60;549;326;9;429.56;524;285;21;481.67;682;356;21;549.67;850;356;31030
1112;13;SANTIAGO;SAN MIGUEL;INSTITUTO MIGUEL LEON PRADO;HC - DIURNO;SUBVENC;83;621.52;799.5;467.0;83;616.06;775;381;83;626.99;850;461;34;589.09;836;359;55;628.36;759;490;83;624.96;807;451;83;636.39;850;451;9570
1113;13;SANTIAGO;SAN MIGUEL;PAN AMERICAN COLLEGE SANTIAGO;HC - DIURNO;SUBVENC;29;498.91;714.0;333.0;29;495.86;677;352;29;501.97;751;259;16;508.13;680;286;17;519.71;672;392;29;477.17;665;365;29;484.55;750;365;25832
1114;13;SANTIAGO;SAN MIGUEL;SAINT PATRICKS SCHOOL;HC - DIURNO;SUBVENC;20;483.33;630.0;339.0;20;479.65;633;352;20;487.00;644;306;11;499.45;603;326;15;485.53;657;351;24;492.38;713;356;24;526.08;850;356;9471
1115;13;SANTIAGO;SAN RAMON;CENTRO EDUCACIONAL PURKUYEN;HC - DIURNO;MUNICIPAL;10;379.45;523.5;300.5;10;393.80;576;237;10;365.10;471;203;6;367.67;471;231;4;432.75;510;392;10;489.80;610;406;10;506.7;694;406;9599
1116;13;SANTIAGO;SAN RAMON;COLEGIO PARTICULAR ALBERTO BLEST GANA;HC - DIURNO;SUBVENC;41;513.02;649.5;323.0;41;503.59;669;305;41;522.46;630;282;15;524.80;743;326;28;539.32;663;261;45;486.40;764;358;45;500.02;850;358;9659
1117;13;SANTIAGO;SAN RAMON;COLEGIO POLIVALENTE FRANCISCO RAMIREZ;HC - DIURNO;SUBVENC;36;549.44;676.0;422.5;36;530.39;677;381;36;568.50;713;393;6;613.83;717;545;30;552.93;666;472;39;502.74;713;350;39;524.49;837;350;9646
1118;13;SANTIAGO;SAN RAMON;LICEO SAN FRANCISCO;HC - DIURNO;SUBVENC;85;511.03;747.0;329.0;85;520.33;850;305;85;501.73;706;259;34;518.68;726;286;56;482.07;663;261;89;517.35;682;369;89;526.91;744;369;9647
1119;13;SANTIAGO;VITACURA;COLEGIO ANTARTICA CHILENA (EX. ESC.241);HC - DIURNO;MUNICIPAL;71;545.35;682.0;384.0;71;552.96;736;372;71;537.73;695;330;44;546.64;703;399;35;553.46;693;422;70;498.07;766;340;70;509.04;850;340;8825
1120;13;SANTIAGO;VITACURA;LICEO MUNICIPAL AMANDA LABARCA B-66;HC - DIURNO;MUNICIPAL;99;584.49;767.5;351.0;99;586.35;829;372;99;582.64;768;330;47;592.00;751;410;65;574.45;759;392;99;583.29;803;395;99;599.8;850;395;8821
1121;13;SANTIAGO;VITACURA;COLEGIO BRADFORD;HC - DIURNO;PAGADO;51;664.48;823.5;567.0;51;659.59;807;520;51;669.37;850;526;23;646.04;766;519;35;659.89;809;497;51;623.88;787;443;51;642.53;850;443;8909
1122;13;SANTIAGO;VITACURA;COLEGIO EL CARMEN TERESIANO  I;HC - DIURNO;PAGADO;32;545.38;704.5;374.5;32;530.91;685;340;32;559.84;784;393;19;523.37;669;359;14;544.86;778;328;32;586.44;814;420;32;603.81;850;420;8905
1123;13;SANTIAGO;VITACURA;COLEGIO HUELEN;HC - DIURNO;PAGADO;63;672.52;815.5;517.0;63;651.63;818;452;63;693.41;834;582;45;652.42;780;519;29;672.45;840;517;63;654.78;801;511;63;667.76;850;511;8953
1124;13;SANTIAGO;VITACURA;COLEGIO LA MAISONNETTE;HC - DIURNO;PAGADO;73;607.90;762.0;451.0;73;608.89;797;422;73;606.90;727;480;63;604.11;780;430;25;571.88;730;437;73;582.68;748;412;73;595.89;815;412;8894
1125;13;SANTIAGO;VITACURA;COLEGIO LOS ANDES;HC - DIURNO;PAGADO;72;679.80;831.5;438.0;72;655.94;829;438;72;703.65;850;438;69;651.86;780;479;25;672.80;799;504;72;667.36;805;498;72;678.22;850;498;8871
1126;13;SANTIAGO;VITACURA;COLEGIO SAN BENITO;HC - DIURNO;PAGADO;119;651.08;828.5;517.5;119;627.69;839;471;119;674.47;850;496;100;612.25;794;387;55;612.04;788;351;119;655.50;826;437;119;663.1;850;437;8972
1127;13;SANTIAGO;VITACURA;COLEGIO SAN ESTEBAN DIACONO;HC - DIURNO;PAGADO;63;623.99;799.5;418.0;63;610.81;807;398;63;637.17;850;438;46;619.61;822;359;37;626.16;840;351;63;623.10;803;443;63;644.1;850;443;12094
1128;13;SANTIAGO;VITACURA;COLEGIO SAN PEDRO NOLASCO;HC - DIURNO;PAGADO;94;625.03;817.5;448.0;94;603.70;818;416;94;646.35;850;480;41;616.24;794;399;63;619.63;819;375;94;584.72;785;404;94;598.67;842;404;8919
1129;13;SANTIAGO;VITACURA;COLEGIO SANTA URSULA;HC - DIURNO;PAGADO;59;645.09;769.0;489.5;59;644.41;807;430;59;645.78;817;520;54;632.98;794;387;19;651.58;819;529;59;655.12;805;445;59;669.73;850;445;8904
1130;13;SANTIAGO;VITACURA;COLEGIO TABANCURA;HC - DIURNO;PAGADO;103;684.26;834.0;473.0;103;653.41;818;352;103;715.12;850;509;88;674.26;850;243;52;648.77;829;481;103;648.03;818;402;103;663.1;850;402;8862
1131;13;SANTIAGO;VITACURA;FUNDACION EDUC. COLEGIO DE LOS SSCC-MANQUEHUE;HC - DIURNO;PAGADO;140;653.71;823.5;459.0;140;651.29;829;422;140;656.13;850;471;104;626.82;822;286;50;660.32;788;392;141;584.11;762;379;141;591.86;809;379;8877
1132;13;SANTIAGO;VITACURA;LYCEE DE L'ALLIANCE FRANCAISE A. DE  ST-EXUPERY;HC - DIURNO;PAGADO;86;655.43;767.0;363.0;86;658.22;818;444;86;652.64;817;282;48;674.40;808;539;42;655.26;778;580;90;713.29;822;523;90;720.2;845;523;8923
1133;13;SANTIAGO;VITACURA;SAINT GEORGE'S  COLLEGE;HC - DIURNO;PAGADO;175;661.47;831.5;473.0;175;654.58;829;503;175;668.37;850;438;123;656.80;850;464;89;682.93;829;437;176;623.96;791;420;176;639.1;850;420;8906
1134;13;SANTIAGO;VITACURA;COLEGIO  EXTREMADURA DE VITACURA;HC - DIURNO;SUBVENC;40;514.09;648.5;328.5;40;513.25;685;340;40;514.93;675;259;24;529.42;655;420;20;525.70;650;328;42;486.64;672;348;42;499.57;756;348;25768
1135;13;SANTIAGO;VITACURA;COLEGIO INMACULADA CONCEPCION DE VITACURA S.A.;HC - DIURNO;SUBVENC;61;561.76;710.5;395.5;61;551.02;749;352;61;572.51;734;393;51;543.53;794;387;35;538.31;669;261;61;603.85;766;410;61;630.38;850;410;8846
1136;13;SANTIAGO;VITACURA;LICEO MARIA LUISA BOMBAL;HC - DIURNO;SUBVENC;26;617.00;714.5;515.5;26;615.69;762;471;26;618.31;734;520;11;625.36;710;440;18;626.61;799;490;26;570.46;762;439;26;588.42;850;439;8833
1137;13;SANTIAGO;VITACURA;SAN JORGE DE LAS CONDES (EX.EL DORADO);HC - DIURNO;SUBVENC;19;480.68;620.0;372.5;19;478.05;606;340;19;483.32;634;374;12;477.67;616;399;9;502.22;602;407;19;533.16;732;425;19;578.74;850;425;25767
1138;13;CHACABUCO;COLINA;INSTITUTO CHACABUCO DE COLINA;HC - DIURNO;MUNICIPAL;147;548.14;743.5;349.0;147;548.69;797;340;147;547.58;690;282;63;570.94;794;343;99;547.74;768;351;147;560.48;768;420;147;571.8;850;420;25855
1139;13;CHACABUCO;COLINA;LICEO MUNICIPAL CENTRO EDUCATIVO LA PUERTA;HC - DIURNO;MUNICIPAL;3;294.33;315.5;265.5;3;317.00;372;274;3;271.67;330;226;3;297.67;343;264;3;411.00;490;351;4;376.00;414;320;4;376;414;320;25592
1140;13;CHACABUCO;COLINA;COLEGIO DEL VERBO DIVINO DE CHICUREO;HC - DIURNO;PAGADO;39;646.13;779.5;463.5;39;628.21;818;452;39;664.05;850;450;27;617.44;780;497;24;626.04;768;504;39;614.46;762;431;39;630.87;815;431;26238
