ORD;REGION;PROV;COMUNA;UNIDAD_EDUCATIVA;RAMA_EDUCACIONAL;DEP;L_M_N;L_M_PROMEDIO;L_M_MAXIMO;L_M_MINIMO;L_N;L_PROMEDIO;L_MAXIMO;L_MINIMO;M_N;M_PROMEDIO;M_MAXIMO;M_MINIMO;H_CS_N;H_CS_PROMEDIO;H_CS_MAXIMO;H_CS_MINIMO;C_N;C_PROMEDIO;C_MAXIMO;C_MINIMO;NOTAS_N;NOTAS_PROMEDIO;NOTAS_MAXIMO;NOTAS_MINIMO;RANK_N;RANK_PROMEDIO;RANK_MAXIMO;RANK_MINIMO;RBD
707;13;CHACABUCO;LAMPA;COMPLEJO EDUCACIONAL MANUEL PLAZA REYES (EX.C-84);INDUSTRIAL;MUNICIPAL;7;406.14;518.5;361.0;7;381.29;549;289;7;431.00;509;353;5;401.60;491;307;2;456.00;490;422;12;479.33;572;403;12;507.92;733;403;10419
708;13;CHACABUCO;LAMPA;COMPLEJO EDUCACIONAL MANUEL PLAZA REYES (EX.C-84);COMERCIAL;MUNICIPAL;11;417.09;702.0;292.0;11;405.00;736;210;11;429.18;668;374;7;376.00;637;286;6;382.50;539;328;12;550.58;737;395;12;590.5;850;395;10419
709;13;CHACABUCO;LAMPA;COMPLEJO EDUCACIONAL MANUEL PLAZA REYES (EX.C-84);TECNICA Y SERVICIOS;MUNICIPAL;23;361.63;484.0;297.5;23;349.91;543;242;23;373.35;488;306;13;358.92;430;286;11;387.82;450;309;37;472.65;625;360;37;498.89;750;360;10419
710;13;CHACABUCO;LAMPA;COLEGIO POLIVALENTE JERUSALEN DE LAMPA;COMERCIAL;SUBVENC;29;403.55;605.0;235.5;29;396.90;653;220;29;410.21;568;211;27;416.30;637;220;2;429.50;437;422;42;468.40;688;360;42;493.95;850;360;25926
711;13;CHACABUCO;LAMPA;COLEGIO POLIVALENTE JERUSALEN DE LAMPA;TECNICA Y SERVICIOS;SUBVENC;20;411.93;511.5;287.0;20;423.90;520;242;20;399.95;526;234;16;409.94;539;243;3;466.00;504;422;31;456.29;625;315;31;491.61;845;315;25926
712;13;CHACABUCO;TILTIL;LICEO HUERTOS FAMILIARES (EX. ESCUELA G-343);INDUSTRIAL;MUNICIPAL;10;417.35;540.0;299.5;10;427.70;565;329;10;407.00;515;259;6;416.67;545;326;8;449.50;517;285;11;494.45;719;380;11;533.27;850;380;10433
713;13;CHACABUCO;TILTIL;LICEO POLIVALENTE C-82;INDUSTRIAL;MUNICIPAL;26;385.06;495.5;305.0;26;384.15;526;220;26;385.96;471;282;17;414.53;530;286;12;355.50;437;230;37;486.43;652;335;37;500.95;748;335;10432
714;13;CHACABUCO;TILTIL;LICEO POLIVALENTE C-82;COMERCIAL;MUNICIPAL;13;398.12;491.5;309.5;13;403.85;514;226;13;392.38;480;226;3;326.67;387;286;5;420.40;472;351;16;458.13;621;350;16;481.75;718;350;10432
715;13;CORDILLERA;PUENTE ALTO;LICEO COMERCIAL PUENTE ALTO (EX.B-117 );COMERCIAL;MUNICIPAL;48;399.39;525.0;250.0;48;406.63;554;210;48;392.15;545;219;34;405.88;514;226;22;371.64;481;230;63;473.70;741;348;63;482.05;842;348;10456
716;13;CORDILLERA;PUENTE ALTO;LICEO INDUSTRIAL A-116;INDUSTRIAL;MUNICIPAL;66;401.95;552.0;259.5;66;393.11;601;237;66;410.79;589;234;53;392.43;558;231;30;405.93;545;261;99;466.66;703;327;99;486.56;850;327;10453
717;13;CORDILLERA;PUENTE ALTO;LICEO INGENIERO MILITAR JUAN MACKENNA O`REILLY;COMERCIAL;MUNICIPAL;26;387.90;566.0;242.5;26;389.04;606;226;26;386.77;579;226;11;382.73;539;243;6;405.67;504;351;30;509.17;670;376;30;549.33;821;376;10470
718;13;CORDILLERA;PUENTE ALTO;CENTRO EDUC. PART. COMPAÑIA DE MARIA PUENTE ALTO;COMERCIAL;SUBVENC;33;493.67;605.0;379.0;33;503.06;639;362;33;484.27;611;306;20;503.85;574;374;15;456.53;559;309;34;516.41;717;395;34;538.29;850;395;10503
719;13;CORDILLERA;PUENTE ALTO;CENTRO EDUC. PART. COMPAÑIA DE MARIA PUENTE ALTO;TECNICA Y SERVICIOS;SUBVENC;35;447.44;571.5;297.5;35;451.14;613;289;35;443.74;589;306;26;471.38;628;243;9;393.00;563;230;35;505.74;725;405;35;530.57;850;405;10503
720;13;CORDILLERA;PUENTE ALTO;CENTRO EDUCACIONAL FERNANDO DE ARAGON;COMERCIAL;SUBVENC;198;428.83;648.5;242.5;198;433.70;705;226;198;423.95;607;219;105;438.93;641;231;105;401.47;563;235;238;482.39;745;329;238;497.84;850;329;24878
721;13;CORDILLERA;PUENTE ALTO;CENTRO EDUCACIONAL SAN CARLOS DE ARAGON;COMERCIAL;SUBVENC;36;450.38;555.5;359.5;36;429.06;571;274;36;471.69;582;330;32;450.47;591;307;1;309.00;309;309;37;453.68;707;364;37;469.3;850;364;25439
722;13;CORDILLERA;PUENTE ALTO;CENTRO EDUCACIONAL SAN MATEO;INDUSTRIAL;SUBVENC;31;443.58;542.0;274.0;31;445.77;601;242;31;441.39;574;259;20;467.75;595;359;14;462.79;545;309;39;450.03;652;305;39;459;745;305;25050
723;13;CORDILLERA;PUENTE ALTO;CENTRO EDUCACIONAL SAN MATEO;COMERCIAL;SUBVENC;11;458.00;635.0;355.5;11;450.55;633;381;11;465.45;637;330;7;466.43;607;326;5;470.00;545;437;13;438.92;591;372;13;443;644;372;25050
724;13;CORDILLERA;PUENTE ALTO;CENTRO TECNICO EDUCACIONAL SAN CAYETANO;COMERCIAL;SUBVENC;40;452.34;631.5;363.0;40;464.23;695;352;40;440.45;574;282;32;452.59;616;326;5;421.80;504;328;43;489.47;688;344;43;495.33;720;344;31388
725;13;CORDILLERA;PUENTE ALTO;COLEGIO PARTICULAR  POLITECNICO EYZAGUIRRE;INDUSTRIAL;SUBVENC;63;436.19;606.5;227.0;63;426.83;639;220;63;445.56;648;196;35;446.60;633;237;30;456.30;609;328;90;493.77;693;346;90;521.5;830;346;24978
726;13;CORDILLERA;PUENTE ALTO;COLEGIO PARTICULAR  POLITECNICO EYZAGUIRRE;COMERCIAL;SUBVENC;58;462.38;615.5;285.5;58;466.59;716;257;58;458.17;589;234;38;474.37;674;237;16;415.88;563;230;74;528.31;768;389;74;565.46;850;389;24978
727;13;CORDILLERA;PUENTE ALTO;COLEGIO PARTICULAR POLITECNICO EYZAGUIRRE;TECNICA Y SERVICIOS;SUBVENC;57;405.69;543.0;285.5;57;434.40;601;242;57;376.98;560;203;31;410.16;549;237;25;392.48;584;235;67;514.34;693;350;67;540.36;839;350;24978
728;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIV. ARZOBISPO CRESCENTE ERRAZURIZ;INDUSTRIAL;SUBVENC;25;497.68;604.5;424.5;25;466.52;589;329;25;528.84;620;425;9;464.56;565;387;5;482.40;529;437;29;498.41;674;376;29;546.24;850;376;25781
729;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIV. CARDENAL JUAN  FRANCISCO FRESNO;INDUSTRIAL;SUBVENC;46;461.87;642.0;262.0;46;450.09;625;242;46;473.65;659;282;18;445.44;616;237;24;463.46;563;351;53;522.06;731;366;53;547.28;850;366;25523
730;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIV. CARDENAL JUAN  FRANCISCO FRESNO;TECNICA Y SERVICIOS;SUBVENC;26;414.62;551.0;261.5;26;411.65;571;289;26;417.58;531;234;11;405.64;562;286;17;408.59;504;285;31;490.16;676;368;31;533.23;850;368;25523
731;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE ANTARES;TECNICA Y SERVICIOS;SUBVENC;4;393.63;461.0;333.0;4;371.00;484;257;4;416.25;438;409;4;323.75;359;286;;;;;7;500.43;586;391;7;514.14;624;391;25330
732;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE ANTARES;INDUSTRIAL;SUBVENC;4;399.00;505.5;293.5;4;408.50;531;257;4;389.50;480;330;4;402.00;479;343;;;;;6;481.17;584;397;6;493;621;397;25330
733;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE ARAUCARIA;COMERCIAL;SUBVENC;25;417.94;579.0;274.0;25;427.12;589;274;25;408.76;582;226;21;422.33;570;264;3;385.67;450;285;31;481.32;658;374;31;536.03;850;374;24892
734;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE CARDENAL RAUL SILVA HENRIQUEZ;TECNICA Y SERVICIOS;SUBVENC;34;461.47;583.0;323.0;34;442.94;576;317;34;480.00;601;306;27;443.93;624;243;8;454.50;510;375;37;481.49;668;389;37;499.78;850;389;25282
735;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE CARDENAL RAUL SILVA HENRIQUEZ;INDUSTRIAL;SUBVENC;40;470.70;567.5;349.0;40;452.40;549;305;40;489.00;604;353;30;487.00;565;374;14;472.29;580;407;42;493.74;660;389;42;528.05;850;389;25282
736;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE DOMINGO MATTE MESIAS;INDUSTRIAL;SUBVENC;35;487.76;595.0;365.0;35;492.86;653;305;35;482.66;585;374;30;487.47;600;286;10;481.20;587;375;40;475.03;637;389;40;515.6;850;389;10487
737;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE DOMINGO MATTE MESIAS;TECNICA Y SERVICIOS;SUBVENC;35;470.43;584.5;286.0;35;484.20;618;242;35;456.66;568;330;31;497.26;628;420;5;351.00;437;219;38;490.68;672;397;38;510.32;850;397;10487
738;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE EL ALBORADA;TECNICA Y SERVICIOS;SUBVENC;19;397.03;511.5;288.0;19;392.68;531;237;19;401.37;515;259;11;425.73;591;237;8;413.38;481;285;20;451.15;599;385;20;495.3;850;385;10500
739;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE EL ALBORADA;COMERCIAL;SUBVENC;16;430.38;548.5;287.0;16;436.13;537;305;16;424.63;560;234;15;445.80;545;243;2;409.50;534;285;17;512.12;654;387;17;565.35;850;387;10500
740;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE ELISA VALDES;TECNICA Y SERVICIOS;SUBVENC;37;431.46;619.0;248.0;37;432.14;646;237;37;430.78;592;259;26;428.23;641;286;12;421.50;504;224;49;516.33;682;403;49;538.59;789;403;25676
741;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE ELISA VALDES;INDUSTRIAL;SUBVENC;3;463.67;477.5;440.0;3;432.67;452;416;3;494.67;531;450;2;546.50;558;535;2;414.50;422;407;15;500.33;586;403;15;534.87;697;403;25676
742;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE ELISA VALDES  NOCT.;TECNICA Y SERVICIOS;SUBVENC;12;383.58;455.0;270.0;12;370.83;452;257;12;396.33;488;188;12;389.92;525;226;;;;;27;459.63;652;329;27;467.78;712;329;25676
743;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE PADRE JOSE KENTENICH;INDUSTRIAL;SUBVENC;25;408.88;489.5;305.5;25;406.16;514;305;25;411.60;515;234;16;388.06;525;286;10;404.10;524;285;31;505.03;652;346;31;536.29;779;346;25475
744;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE PROFESOR ILDEFONSO CALDERON;COMERCIAL;SUBVENC;14;449.14;536.0;387.0;14;455.64;576;352;14;442.64;526;306;14;446.64;570;307;;;;;18;460.33;639;352;18;507.11;850;352;10501
745;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE PROFESOR ILDEFONSO CALDERON;TECNICA Y SERVICIOS;SUBVENC;44;412.64;521.0;250.0;44;429.41;554;289;44;395.86;515;211;37;425.38;549;307;8;395.88;462;351;52;435.56;627;323;52;453.6;813;323;10501
746;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE RAULI;TECNICA Y SERVICIOS;SUBVENC;20;388.08;548.0;220.0;20;375.20;576;237;20;400.95;520;203;12;409.33;525;264;8;388.38;524;230;28;466.00;674;348;28;507.57;850;348;25061
747;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE RAULI;INDUSTRIAL;SUBVENC;10;434.75;578.0;257.5;10;430.40;554;237;10;439.10;607;226;8;464.63;530;264;2;454.50;517;392;18;463.83;647;329;18;515.89;850;329;25061
748;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE SAINT PETER COLLEGE;TECNICA Y SERVICIOS;SUBVENC;12;395.17;559.0;295.0;12;375.42;582;237;12;414.92;536;306;11;366.55;539;264;2;506.50;563;450;29;454.21;574;219;29;464.21;676;219;25615
749;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE SAINT PETER COLLEGE;COMERCIAL;SUBVENC;14;421.75;551.0;274.0;14;421.36;582;231;14;422.14;520;306;12;386.17;603;214;3;475.33;504;450;24;552.42;666;437;24;651.96;850;437;25615
750;13;CORDILLERA;PUENTE ALTO;COLEGIO POLIVALENTE SALTAIRAM;COMERCIAL;SUBVENC;6;479.50;540.0;415.5;6;479.33;571;398;6;479.67;531;409;5;469.20;574;359;1;407.00;407;407;8;447.13;493;339;8;447.63;497;339;25450
751;13;CORDILLERA;PUENTE ALTO;COLEGIO TECNICO PROF. SAN ALFONSO;COMERCIAL;SUBVENC;14;415.54;499.0;302.0;14;427.21;560;274;14;403.86;480;219;9;457.22;620;326;5;418.80;472;351;16;489.81;643;370;16;518.94;768;370;25136
752;13;CORDILLERA;PUENTE ALTO;COLEGIO TECNICO PROF. SAN ALFONSO;INDUSTRIAL;SUBVENC;7;426.21;534.5;304.5;7;450.14;526;329;7;402.29;549;211;2;417.00;508;326;2;427.50;504;351;6;448.33;552;348;6;483.5;695;348;25136
753;13;CORDILLERA;PUENTE ALTO;COMPLEJO EDUCACIONAL SAN ALFONSO;TECNICA Y SERVICIOS;SUBVENC;6;370.08;456.5;254.0;6;402.50;560;274;6;337.67;425;234;6;398.33;464;307;2;386.50;422;351;5;501.20;595;397;5;576;768;397;25136
754;13;CORDILLERA;PUENTE ALTO;ESCUELA INDUSTRIAL LAS NIEVES;INDUSTRIAL;SUBVENC;178;463.21;597.5;241.5;178;456.96;618;242;178;469.47;594;226;129;475.06;624;307;56;448.66;587;230;201;477.74;670;344;201;495.4;814;344;10496
755;13;CORDILLERA;PUENTE ALTO;ESCUELA TECNICA LAS NIEVES;TECNICA Y SERVICIOS;SUBVENC;133;438.79;577.5;220.0;133;440.45;613;237;133;437.12;579;203;93;435.31;562;237;60;410.10;609;230;155;506.90;678;344;155;524.31;786;344;10507
756;13;CORDILLERA;PUENTE ALTO;LICEO POLIVALENTE MARIA REINA;TECNICA Y SERVICIOS;SUBVENC;18;401.19;548.5;311.0;18;418.11;571;305;18;384.28;526;259;10;441.00;539;286;9;395.78;462;235;19;520.89;609;421;19;556.58;730;421;10505
757;13;CORDILLERA;PUENTE ALTO;LICEO POLIVALENTE MARIA REINA;COMERCIAL;SUBVENC;19;409.87;499.5;269.5;19;422.00;549;257;19;397.74;515;219;12;410.00;485;307;4;378.00;462;285;19;495.05;623;395;19;506.11;735;395;10505
758;13;CORDILLERA;PIRQUE;COLEGIO EL LLANO DE PIRQUE;COMERCIAL;MUNICIPAL;24;416.31;500.0;281.5;24;421.71;520;257;24;410.92;509;226;14;434.21;565;343;9;390.11;490;261;29;473.48;647;366;29;496.59;772;366;10516
759;13;CORDILLERA;PIRQUE;ESCUELA AGROECOLOGICA DE PIRQUE;AGRICOLA;SUBVENC;49;425.19;563.5;282.0;49;435.69;613;305;49;414.69;637;259;23;453.70;659;220;37;406.24;553;219;62;472.50;772;315;62;499.06;850;315;24652
760;13;CORDILLERA;SAN JOSE DE MAIPO;LICEO POLIVALENTE SAN JOSE  DE MAIPO (EX.C-118);INDUSTRIAL;MUNICIPAL;15;360.40;419.5;274.0;15;360.93;477;231;15;359.87;450;259;5;427.40;514;343;1;407.00;407;407;24;460.67;611;348;24;493.33;812;348;10526
761;13;CORDILLERA;SAN JOSE DE MAIPO;LICEO POLIVALENTE SAN JOSE DE MAIPO EX C 118;TECNICA Y SERVICIOS;MUNICIPAL;19;383.42;528.5;229.0;19;390.42;554;199;19;376.42;503;259;13;397.08;525;214;4;383.50;407;328;22;463.00;566;389;22;487.05;695;389;10526
762;13;MAIPO;SAN BERNARDO;CENTRO EDUCACIONAL BALDOMERO LILLO A-125;INDUSTRIAL;MUNICIPAL;45;407.84;522.5;303.5;45;407.64;520;237;45;408.04;549;226;25;413.44;530;286;14;429.50;559;261;51;480.94;697;360;51;506.14;850;360;10542
763;13;MAIPO;SAN BERNARDO;CENTRO EDUCACIONAL BALDOMERO LILLO A-125;COMERCIAL;MUNICIPAL;32;425.00;583.0;297.5;32;446.56;613;289;32;403.44;592;211;30;405.43;620;220;3;447.00;504;375;36;504.50;674;325;36;531.69;785;325;10542
764;13;MAIPO;SAN BERNARDO;CENTRO EDUCACIONAL PADRE ALBERTO HURTADO;INDUSTRIAL;MUNICIPAL;43;420.17;573.5;242.5;43;428.91;594;226;43;411.44;594;226;16;451.63;616;231;31;410.81;563;285;71;490.38;782;335;71;520.89;850;335;25960
765;13;MAIPO;SAN BERNARDO;LICEO  DE ADULTOS PUCARA DE CHENA G-793;TECNICA Y SERVICIOS;MUNICIPAL;10;360.25;457.5;277.5;10;369.20;477;242;10;351.30;438;226;2;311.50;359;264;7;357.43;472;235;19;510.89;672;374;19;524.11;722;374;10584
766;13;MAIPO;SAN BERNARDO;LICEO CLARA SOLOVERA;TECNICA Y SERVICIOS;MUNICIPAL;20;367.48;487.5;234.0;20;390.25;537;210;20;344.70;461;219;14;398.14;508;226;2;365.50;422;309;24;506.13;672;370;24;535.71;796;370;10592
767;13;MAIPO;SAN BERNARDO;LICEO CLARA SOLOVERA;INDUSTRIAL;MUNICIPAL;18;384.08;484.5;303.0;18;392.89;531;257;18;375.28;496;219;15;418.53;558;286;;;;;22;445.14;725;356;22;462.59;850;356;10592
768;13;MAIPO;SAN BERNARDO;LICEO COMERCIAL DE SAN BERNARDO  (EX.A-130)  4°;COMERCIAL;MUNICIPAL;186;444.76;650.0;295.0;186;451.17;633;237;186;438.36;675;234;94;453.44;624;237;98;430.93;647;235;230;489.40;778;319;230;507.11;850;319;10541
769;13;MAIPO;SAN BERNARDO;LICEO INDUSTRIAL MIGUEL AYLWIN GAJARDO A - 129;INDUSTRIAL;MUNICIPAL;51;393.35;477.5;271.5;51;384.25;508;226;51;402.45;509;211;40;386.48;558;220;2;432.00;472;392;109;479.79;684;337;109;504.28;809;337;10545
770;13;MAIPO;SAN BERNARDO;LICEO INDUSTRIAL MUNICIPAL HARDWARE;INDUSTRIAL;MUNICIPAL;23;406.07;585.0;307.5;23;423.39;625;231;23;388.74;545;234;20;437.05;549;286;5;409.60;472;285;40;396.30;615;229;40;405.45;769;229;24444
771;13;MAIPO;SAN BERNARDO;LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN;COMERCIAL;MUNICIPAL;22;398.93;514.5;228.0;22;397.68;576;188;22;400.18;648;219;17;352.71;508;243;6;406.50;517;309;32;483.69;711;356;32;537.81;850;356;10543
772;13;MAIPO;SAN BERNARDO;LICEO POLIVALENTE ELVIRA BRADY MALDONADO A-128;TECNICA Y SERVICIOS;MUNICIPAL;37;383.55;535.5;209.0;37;374.16;576;226;37;392.95;540;181;11;364.45;464;231;21;376.29;545;230;67;501.24;729;358;67;525.64;850;358;10544
773;13;MAIPO;SAN BERNARDO;LICEO POLIVALENTE ELVIRA BRADY MALDONADO A-128;COMERCIAL;MUNICIPAL;2;369.00;434.0;304.0;2;329.00;459;199;2;409.00;409;409;2;414.50;430;399;;;;;9;492.00;658;382;9;525.56;799;382;10544
774;13;MAIPO;SAN BERNARDO;LICEO POLIVALENTE LUCILA GODOY ALCAYAGA;COMERCIAL;MUNICIPAL;16;406.94;498.0;320.5;16;435.63;508;372;16;378.25;496;234;10;394.10;539;307;6;346.67;392;261;24;461.04;556;356;24;481.42;675;356;10551
775;13;MAIPO;SAN BERNARDO;CENTRO EDUCACIONAL PART. ORDEN DE SAN JORGE;COMERCIAL;SUBVENC;23;411.59;497.5;305.5;23;414.61;526;274;23;408.57;531;306;14;402.43;535;243;8;413.13;524;285;24;486.71;639;350;24;495.79;690;350;11931
776;13;MAIPO;SAN BERNARDO;COLEGIO POLIV. PDTE. JOSE MANUEL BALMACEDA;COMERCIAL;SUBVENC;17;379.91;487.5;328.5;17;378.06;537;274;17;381.76;480;259;13;388.62;464;307;1;351.00;351;351;24;481.83;645;360;24;524.33;850;360;12111
777;13;MAIPO;SAN BERNARDO;COLEGIO POLIVALENTE SAN BERNARDO ABAD;INDUSTRIAL;SUBVENC;18;461.42;514.5;390.5;18;460.39;526;362;18;462.44;553;306;11;442.55;525;307;6;460.17;504;392;19;503.79;639;399;19;560.11;841;399;25418
778;13;MAIPO;SAN BERNARDO;COLEGIO POLIVALENTE SAN BERNARDO ABAD;COMERCIAL;SUBVENC;23;462.89;615.5;304.0;23;492.78;695;329;23;433.00;594;219;17;494.76;607;286;6;379.17;545;219;30;464.63;670;368;30;492.8;850;368;25418
779;13;MAIPO;SAN BERNARDO;COLEGIO POLIVALENTE SAN BERNARDO ABAD;TECNICA Y SERVICIOS;SUBVENC;20;405.33;650.0;258.0;20;423.90;736;257;20;386.75;564;226;15;456.87;691;326;6;462.00;626;375;22;470.18;617;391;22;542.27;850;391;25418
780;13;MAIPO;SAN BERNARDO;INSTITUTO COMERCIAL BARROS ARANA;COMERCIAL;SUBVENC;15;437.20;543.0;299.0;15;451.13;589;289;15;423.27;526;226;11;454.45;587;374;6;401.50;490;285;20;509.65;735;335;20;519.95;775;335;31278
781;13;MAIPO;SAN BERNARDO;LICEO COMERCIAL PART. SANTIAGO DE COMPOSTELA;COMERCIAL;SUBVENC;100;437.40;635.0;269.5;100;446.17;685;237;100;428.63;601;226;70;411.16;620;231;48;399.58;539;224;124;536.36;758;350;124;552.82;844;350;24686
782;13;MAIPO;BUIN;LICEO FRANCISCO JAVIER KRUGGER ALVARADO;TECNICA Y SERVICIOS;MUNICIPAL;17;361.00;445.0;274.0;17;385.41;477;242;17;336.59;461;196;9;383.00;535;214;4;310.50;407;230;22;490.68;570;370;22;556.77;745;370;10645
783;13;MAIPO;BUIN;LICEO POLIVALENTE LOS GUINDOS;AGRICOLA;MUNICIPAL;36;363.56;464.5;268.5;36;352.50;537;204;36;374.61;509;234;22;379.32;549;231;24;383.50;510;230;49;442.45;654;329;49;451.16;765;329;10642
784;13;MAIPO;BUIN;LICEO TECNICO PROFESIONAL DE BUIN;COMERCIAL;MUNICIPAL;96;435.88;609.5;245.0;96;437.99;625;226;96;433.77;614;234;72;433.17;664;226;26;433.50;584;230;109;574.69;760;348;109;587.57;820;348;25591
785;13;MAIPO;BUIN;LICEO TECNICO PROFESIONAL DE BUIN;INDUSTRIAL;MUNICIPAL;24;472.98;596.5;327.0;24;472.46;601;289;24;473.50;611;282;17;483.41;664;264;15;465.00;559;351;27;554.89;729;409;27;580.63;847;409;25591
786;13;MAIPO;BUIN;LICEO TECNICO PROFESIONAL DE BUIN (VESP.);COMERCIAL;MUNICIPAL;17;397.06;512.5;311.5;17;409.76;554;289;17;384.35;488;226;18;413.67;616;264;;;;;26;470.08;674;350;26;473.35;725;350;25591
787;13;MAIPO;BUIN;LICEO TECNICO PROFESIONAL DE BUIN (VESP.);INDUSTRIAL;MUNICIPAL;4;446.50;537.0;393.5;4;455.00;571;362;4;438.00;503;374;4;505.75;583;420;1;407.00;407;407;6;507.00;631;380;6;519.17;669;380;25591
788;13;MAIPO;BUIN;LICEO POLIVALENTE MODERNO CARDENAL CARO;COMERCIAL;SUBVENC;42;429.19;568.5;305.5;42;430.45;601;274;42;427.93;568;282;31;433.19;607;231;12;388.25;504;261;44;565.41;762;425;44;589.39;850;425;10658
789;13;MAIPO;BUIN;LICEO POLIVALENTE MODERNO CARDENAL CARO;TECNICA Y SERVICIOS;SUBVENC;43;432.09;587.0;274.0;43;437.47;589;237;43;426.72;614;259;31;423.84;530;307;15;434.60;626;351;43;504.21;707;376;43;523.98;827;376;10658
790;13;MAIPO;BUIN;LICEO POLIVALENTE MODERNO CARDENAL CARO;INDUSTRIAL;SUBVENC;62;449.17;598.0;297.5;62;445.44;582;237;62;452.90;659;282;45;454.24;655;286;19;478.21;609;328;66;515.55;770;387;66;542.85;850;387;10658
791;13;MAIPO;CALERA DE TANGO;COLEGIO RIELJAN COLLEGE;COMERCIAL;SUBVENC;3;394.17;450.5;295.5;3;422.00;464;372;3;366.33;471;219;3;414.33;485;359;;;;;3;500.00;535;466;3;503.33;543;466;16830
792;13;MAIPO;CALERA DE TANGO;COLEGIO RIELJAN COLLEGE;TECNICA Y SERVICIOS;SUBVENC;2;418.25;451.0;385.5;2;419.50;477;362;2;417.00;425;409;2;413.50;440;387;;;;;2;454.00;456;452;2;454;456;452;16830
793;13;MAIPO;PAINE;CENTRO EDUC. ENRIQUE BERNSTEIN C. (EX C-132);COMERCIAL;MUNICIPAL;38;411.22;561.0;266.5;38;413.61;565;237;38;408.84;557;259;32;417.41;525;264;7;413.00;517;309;44;548.82;747;429;44;581.16;850;429;10663
794;13;MAIPO;PAINE;CENTRO EDUC. ENRIQUE BERNSTEIN C. (EX C-132);AGRICOLA;MUNICIPAL;29;382.21;488.0;239.5;29;376.90;496;220;29;387.52;496;234;18;411.00;508;343;16;380.44;504;235;44;482.05;686;370;44;504.34;839;370;10663
795;13;MAIPO;PAINE;CENTRO EDUC. ENRIQUE BERNSTEIN C. (EX C-132);TECNICA Y SERVICIOS;MUNICIPAL;21;366.88;426.5;266.0;21;368.90;508;226;21;364.86;450;219;13;374.15;539;243;4;371.00;407;351;24;517.21;672;380;24;556.29;816;380;10663
796;13;MAIPO;PAINE;LICEO AGRICOLA REINA PAOLA DE BELGICA;AGRICOLA;SUBVENC;13;382.23;482.0;285.5;13;363.31;477;257;13;401.15;520;282;9;401.89;471;307;7;413.86;545;285;18;475.33;664;391;18;498.67;850;391;10683
797;13;MELIPILLA;MELIPILLA;LICEO POLITECNICO MUNICIPAL MELIPILLA (EX.B-124);INDUSTRIAL;MUNICIPAL;112;396.92;625.5;262.0;112;389.60;677;226;112;404.23;574;226;94;405.47;603;237;13;425.15;559;261;138;446.01;715;313;138;462.75;850;313;10781
798;13;MELIPILLA;MELIPILLA;LICEO POLITECNICO MUNICIPAL MELIPILLA (EX.B-124);AGRICOLA;MUNICIPAL;9;399.28;511.5;289.5;9;389.11;514;226;9;409.44;520;282;7;389.57;530;231;4;357.75;504;224;14;418.07;554;303;14;465.57;778;303;10781
799;13;MELIPILLA;MELIPILLA;LICEO POLIVALENTE A-123 HERMANOS SOTOMAYOR BAEZA ;TECNICA Y SERVICIOS;MUNICIPAL;10;372.45;451.0;297.5;10;362.30;484;289;10;382.60;480;282;2;298.00;359;237;11;348.00;517;224;20;488.75;589;376;20;510.95;698;376;10780
800;13;MELIPILLA;MELIPILLA;CENTRO EDUCACIONAL MENESIANO;AGRICOLA;SUBVENC;17;450.65;563.5;371.0;17;443.24;618;329;17;458.06;536;353;10;479.20;583;387;12;439.58;584;309;18;479.33;699;352;18;528.17;850;352;10833
801;13;MELIPILLA;MELIPILLA;CENTRO EDUCACIONAL MENESIANO;COMERCIAL;SUBVENC;23;454.39;605.0;265.5;23;472.39;613;305;23;436.39;604;226;12;453.83;574;231;20;434.95;626;219;24;498.83;723;393;24;544.5;850;393;10833
